brsp,gtto,lasp,sags,sath,vesp,x,y
0,0,0,0,0,0,-87.13772,50.40678
0,0,0,0,0,0,-86.54783,50.13923
0,0,0,0,0,0,-90.16285,51.47852
0,0,0,0,0,0,-89.8909,51.64789
0,0,0,0,0,0,-89.89654,48.59799
0,0,0,0,0,0,-82.39014,47.53904
0,0,0,0,0,0,-79.66226,46.01461
0,0,0,0,0,0,-79.79732,46.97588
0,0,0,0,0,0,-82.16123,45.82761
0,0,0,0,0,0,-81.71461,45.22934
0,0,0,0,0,0,-81.12374,44.78065
0,0,0,0,0,0,-80.63047,43.89873
0,0,0,0,0,0,-78.36907,43.98663
0,0,0,0,0,0,-79.29061,43.0067
0,0,0,0,0,0,-81.46543,42.63457
0,0,0,0,0,0,-79.97389,43.87942
0,0,0,0,0,0,-80.22835,43.38382
0,0,0,0,0,0,-76.67859,44.54259
0,0,0,0,0,0,-76.60416,44.51333
0,0,0,0,0,0,-77.67097,44.50763
0,0,0,0,0,0,-78.75868,44.7436
0,0,0,0,0,0,-78.56487,44.52238
0,0,0,0,0,0,-79.04431,44.58798
0,0,0,0,0,0,-74.71319,45.15846
0,0,0,0,0,0,-75.92689,45.23886
0,0,0,0,0,0,-76.64427,45.35502
0,0,0,0,0,0,-77.02318,45.37971
0,0,0,0,0,0,-78.09241,45.07239
0,0,0,0,0,0,-79.5929,45.45507
0,0,0,0,0,0,-82.24279,42.70078
0,0,0,0,0,0,-92.42226,49.77933
0,0,0,0,0,0,-88.86997,48.92331
0,0,0,0,0,0,-80.042,45.38073
0,0,0,0,0,0,-80.0513,47.18054
0,0,0,0,0,0,-77.20374,45.07518
0,0,0,0,0,0,-79.41855,45.85071
0,0,0,0,0,0,-94.813928,50.056484
0,0,0,0,0,0,-87.10387,48.97377
0,0,0,0,0,0,-85.22946,48.71397
0,0,0,0,0,0,-84.48124,47.93958
0,0,0,0,0,0,-82.28504,48.29338
0,0,0,0,0,0,-79.79732,46.97588
0,0,0,0,0,0,-75.92689,45.23886
0,0,0,0,0,0,-92.63687,50.03689
0,0,0,0,0,0,-79.43699,45.728
0,0,0,0,0,0,-78.04638,44.61972
0,0,0,0,0,0,-80.33364,43.34054
0,0,0,0,0,0,-79.88012,44.33279
0,0,0,0,0,0,-123.3149615,45.76385
0,0,0,0,0,0,-122.7875574,45.3836599
0,0,0,0,0,0,-121.9218136,45.0787281
0,0,0,0,0,0,-118.9095229,45.2238277
0,0,0,0,0,0,-123.8027616,44.5508867
0,0,0,0,0,0,-120.4448399,44.4990167
0,0,0,0,0,0,-124.1974179,43.5182617
0,0,0,0,0,0,-123.5037309,43.3663377
0,0,0,0,0,0,-122.5593339,43.9074737
0,0,0,0,0,0,-124.3279364,42.5870357
0,0,0,0,0,0,-123.2140269,42.9708857
0,0,0,0,0,0,-122.7083359,42.5805007
0,0,0,0,0,0,-123.2611839,44.7201827
0,0,0,0,0,0,-122.7713389,44.7117487
0,0,0,0,0,0,-123.0213309,45.2250267
0,0,0,0,0,0,-122.2563686,45.2552468
0,0,0,0,0,0,-123.5837249,46.0495547
0,0,0,0,0,0,-121.4834369,45.5378447
0,0,0,0,0,0,-118.7501219,45.6793737
0,0,0,0,0,0,-121.7813879,44.4969527
0,0,0,0,0,0,-123.5888313,43.6488244
0,0,0,0,0,0,-122.3456805,43.2980868
0,0,0,0,0,0,-121.8048399,43.9851247
0,0,0,0,0,0,-124.2474371,42.2539829
0,0,0,0,0,0,-123.6893159,42.4225447
0,0,0,0,0,0,-122.5365979,42.1116017
0,0,0,0,0,0,-120.4448769,44.4990597
0,0,0,0,0,0,-124.1984709,43.5201617
0,0,0,0,0,0,-122.7954061,42.5330796
0,0,0,0,0,0,-123.368287,46.0240767
0,0,0,0,0,0,-121.7938709,44.4919169
0,0,0,0,0,0,-122.5366725,42.1116865
0,0,0,0,0,0,-117.6322709,42.8376357
0,0,0,0,0,0,-123.6071629,45.3325047
0,0,0,0,0,0,-122.7018488,45.2946161
0,0,0,0,0,0,-121.3798835,45.2220066
0,0,0,0,0,0,-120.0255662,45.4001548
0,0,0,0,0,0,-119.9560706,45.6178436
0,0,0,0,0,0,-118.2155811,45.1631965
0,0,0,0,0,0,-117.4514159,45.9459607
0,0,0,0,0,0,-123.8561939,44.4276127
0,0,0,0,0,0,-122.2887574,44.2953092
0,0,0,0,0,0,-120.1210669,44.4616613
0,0,0,0,0,0,-117.1876246,44.7983921
0,0,0,0,0,0,-124.0771559,43.2152987
0,0,0,0,0,0,-123.2923081,43.1276525
0,0,0,0,0,0,-122.3059389,43.6397927
0,0,0,0,0,0,-117.3936057,43.6944402
0,0,0,0,0,0,-124.0250629,42.7851549
0,0,0,0,0,0,-122.4215469,42.4934857
0,0,0,0,0,0,-123.4029079,45.0082537
0,0,0,0,0,0,-118.2487869,45.6869957
0,0,0,0,0,0,-117.3125024,45.080723
0,0,0,0,0,0,-123.9401549,44.2358827
0,0,0,0,0,0,-122.9589506,44.9709099
0,0,0,0,0,0,-121.5215586,44.3919161
0,0,0,0,0,0,-118.9090759,44.9779678
0,0,0,0,0,0,-117.7840812,44.0630833
0,0,0,0,0,0,-123.2383928,43.8371705
0,0,0,0,0,0,-122.672937,43.239379
0,0,0,0,0,0,-123.6060868,42.2791706
0,0,0,0,0,0,-122.5754307,42.7381828
0,0,0,0,0,0,-121.8315359,42.8675627
0,0,0,0,0,0,-123.633609,44.5127163
0,0,0,0,0,0,-118.50063,45.2096219
0,0,0,0,0,0,-123.9028309,44.2325785
0,0,0,0,0,0,-123.6336,44.5127163
0,0,0,0,0,0,-123.90283,44.2325785
0,0,0,0,0,0,-122.2868317,45.4970053
0,0,0,0,0,0,-122.4900399,45.0467199
0,0,0,0,0,0,-123.6964573,44.9614977
0,0,0,0,0,0,-122.4550929,44.6045407
0,0,0,0,0,0,-122.8698811,45.7909747
0,0,0,0,0,0,-122.2238378,45.4256434
0,0,0,0,0,0,-80.0518799,41.0812067
0,0,0,0,0,0,-80.4945401,41.6375228
0,0,0,0,0,0,-80.3392441,41.0816642
0,0,0,0,0,0,-80.3204561,41.7146604
0,0,0,0,0,0,-79.9582379,41.8051937
0,0,0,0,0,0,-79.3470999,41.5335247
0,0,0,0,0,0,-79.1302659,41.9993537
0,0,0,0,0,0,-79.9481349,41.7528857
0,0,0,0,0,0,-79.0916519,41.2987587
0,0,0,0,0,0,-79.0433273,41.6359508
0,0,0,0,0,0,-79.8330619,41.0473847
0,0,0,0,0,0,-79.2031479,41.3997727
0,0,0,0,0,0,-78.0649572,41.1631773
0,0,0,0,0,0,-78.08346,41.6976452
0,0,0,0,0,0,-78.3955159,41.6864267
0,0,0,0,0,0,-78.8505629,41.5603287
0,0,0,0,0,0,-78.7387779,41.4207597
0,0,0,0,0,0,-78.3403929,41.9617687
0,0,0,0,0,0,-78.6077306,41.6212967
0,0,0,0,0,0,-78.1593319,41.7379447
0,0,0,0,0,0,-77.2415709,41.2725507
0,0,0,0,0,0,-77.1203469,41.6588017
0,0,0,0,0,0,-77.9672237,41.553018
0,0,0,0,0,0,-77.4017208,41.8772966
0,0,0,0,0,0,-77.2939995,41.0712247
0,0,0,0,0,0,-77.2776099,41.4526027
0,0,0,0,0,0,-77.2437149,41.0996017
0,0,0,0,0,0,-77.9110382,41.6430967
0,0,0,0,0,0,-76.6638159,41.3121387
0,0,0,0,0,0,-76.903319,41.8749574
0,0,0,0,0,0,-76.0235889,41.7460317
0,0,0,0,0,0,-76.9536889,41.5080627
0,0,0,0,0,0,-76.0658601,41.9588688
0,0,0,0,0,0,-76.9073399,41.4410897
0,0,0,0,0,0,-76.4559998,41.2289
0,0,0,0,0,0,-76.4792479,41.1152527
0,0,0,0,0,0,-75.3893569,41.1159967
0,0,0,0,0,0,-75.7927799,41.7057127
0,0,0,0,0,0,-75.2677314,41.549667
0,0,0,0,0,0,-75.3145999,41.8845067
0,0,0,0,0,0,-75.2513179,41.3403297
0,0,0,0,0,0,-75.231938,41.2581129
0,0,0,0,0,0,-75.6172024,41.9413666
0,0,0,0,0,0,-75.4205569,41.7952107
0,0,0,0,0,0,-80.1512529,40.9183557
0,0,0,0,0,0,-80.3072164,40.6944365
0,0,0,0,0,0,-80.3456272,40.1607284
0,0,0,0,0,0,-80.3260179,40.0771657
0,0,0,0,0,0,-79.2376019,40.6243617
0,0,0,0,0,0,-79.5569899,40.8479343
0,0,0,0,0,0,-79.6681819,40.4687597
0,0,0,0,0,0,-79.4811859,40.4897627
0,0,0,0,0,0,-79.7089598,40.9651065
0,0,0,0,0,0,-79.2349941,40.6673234
0,0,0,0,0,0,-79.2174209,40.2195367
0,0,0,0,0,0,-79.3662002,40.8006168
0,0,0,0,0,0,-78.9943469,40.4757717
0,0,0,0,0,0,-78.5766909,40.6677047
0,0,0,0,0,0,-78.329529,40.335141
0,0,0,0,0,0,-78.0608234,40.9149712
0,0,0,0,0,0,-78.203532,40.428119
0,0,0,0,0,0,-78.339499,40.4467888
0,0,0,0,0,0,-78.2178879,40.7309987
0,0,0,0,0,0,-78.1386279,40.5712157
0,0,0,0,0,0,-77.4006569,40.3003687
0,0,0,0,0,0,-77.7806249,40.4152277
0,0,0,0,0,0,-77.8241719,40.7666107
0,0,0,0,0,0,-77.6852029,40.3760787
0,0,0,0,0,0,-77.5415709,40.7019007
0,0,0,0,0,0,-77.0638289,40.0572077
0,0,0,0,0,0,-77.8942099,40.6956947
0,0,0,0,0,0,-77.3969039,40.5680517
0,0,0,0,0,0,-76.9390579,40.4266187
0,0,0,0,0,0,-76.4206219,40.1437257
0,0,0,0,0,0,-76.1718369,40.2006577
0,0,0,0,0,0,-76.7190419,40.2118951
0,0,0,0,0,0,-76.4352239,40.2784227
0,0,0,0,0,0,-76.2831789,40.1858917
0,0,0,0,0,0,-76.7674909,40.4840637
0,0,0,0,0,0,-76.3050619,40.2983537
0,0,0,0,0,0,-75.2929899,40.4297857
0,0,0,0,0,0,-75.6585399,40.2334157
0,0,0,0,0,0,-75.9610008,40.7874732
0,0,0,0,0,0,-75.4610252,40.168557
0,0,0,0,0,0,-75.9991309,40.6899507
0,0,0,0,0,0,-75.3435909,40.8040057
0,0,0,0,0,0,-75.9947369,40.6352357
0,0,0,0,0,0,-80.0595075,39.9302972
0,0,0,0,0,0,-79.4499739,39.9992837
0,0,0,0,0,0,-79.0688169,39.8744757
0,0,0,0,0,0,-78.9557489,39.7803177
0,0,0,0,0,0,-78.2188889,39.8296047
0,0,0,0,0,0,-77.2334519,39.9820157
0,0,0,0,0,0,-77.4456949,39.9854797
0,0,0,0,0,0,-76.4665309,39.7693067
0,0,0,0,0,0,-76.8886949,39.9221277
0,0,0,0,0,0,-75.8178319,39.9160397
0,0,0,0,0,0,-75.8171469,39.7862277
0,0,0,0,0,0,-80.0351733,41.0707632
0,0,0,0,0,0,-79.1534323,41.9931298
0,0,0,0,0,0,-77.2775949,41.4517767
0,0,0,0,0,0,-77.0343089,41.2137917
0,0,0,0,0,0,-76.9628251,41.546735
0,0,0,0,0,0,-75.5403361,41.1227242
0,0,0,0,0,0,-75.3145748,41.8845178
0,0,0,0,0,0,-80.1512697,40.9179173
0,0,0,0,0,0,-79.5781489,40.3748197
0,0,0,0,0,0,-79.2656249,40.1983067
0,0,0,0,0,0,-77.3695842,40.3267106
0,0,0,0,0,0,-77.668064,40.238028
0,0,0,0,0,0,-76.9345269,40.5023917
0,0,0,0,0,0,-76.464419,40.1439152
0,0,0,0,0,0,-76.2282439,40.0525317
0,0,0,0,0,0,-76.4627658,40.2721512
0,0,0,0,0,0,-76.283221,40.18613
0,0,0,0,0,0,-76.3233736,40.2953187
0,0,0,0,0,0,-75.2922457,40.4295725
0,0,0,0,0,0,-75.6611919,40.2282327
0,0,0,0,0,0,-75.9949941,40.6352688
0,0,0,0,0,0,-79.4174638,39.9853173
0,0,0,0,0,0,-78.1771689,39.8666007
0,0,0,0,0,0,-77.2339653,39.9812621
0,0,0,0,0,0,-77.4911579,39.7442404
0,0,0,0,0,0,-76.4670089,39.7690727
0,0,0,0,0,0,-76.8883173,39.9214279
0,0,0,0,0,0,-75.8170428,39.7863078
0,0,0,0,0,0,-76.1717449,40.2005127
0,0,0,0,0,0,-76.2827769,41.6174687
0,0,0,0,0,0,-76.1280033,41.0609183
0,0,0,0,0,0,-75.5231529,40.829387
0,0,0,0,0,0,-77.7742082,40.6860806
0,0,0,0,0,0,-77.9050859,40.7036126
0,0,0,0,0,0,-77.7472321,40.6503909
0,0,0,0,0,0,-76.2415237,41.4430932
0,0,0,0,0,0,-80.4805556,40.5222222
0,0,0,0,0,0,-77.4328267,41.735842
0,0,0,0,0,0,-77.9795623,41.1112092
0,0,0,0,0,0,-77.604186,41.2665946
0,0,0,0,0,0,-63.99116,47.01855
0,0,0,0,0,0,-62.36825,46.31964
0,0,0,0,0,0,-63.52906,46.22164
0,0,0,0,0,0,-63.1498,46.36766
0,0,0,0,0,0,-76.11098,45.55411
0,0,0,0,0,0,-75.54197,45.70991
0,0,0,0,0,0,-76.29326,46.26955
0,0,0,0,0,0,-73.33089,45.08068
0,0,0,0,0,0,-73.40518,45.72505
0,0,0,0,0,0,-74.09216,45.78486
0,0,0,0,0,0,-74.1781,45.42771
0,0,0,0,0,0,-72.56856,45.94331
0,0,0,0,0,0,-72.86899,45.24805
0,0,0,0,0,0,-71.47994,45.72328
0,0,0,0,0,0,-71.91528,45.03664
0,0,0,0,0,0,-76.02778,46.36548
0,0,0,0,0,0,-75.12872,46.60121
0,0,0,0,0,0,-75.57423,46.03146
0,0,0,0,0,0,-74.21666,46.60195
0,0,0,0,0,0,-74.74944,46.63097
0,0,0,0,0,0,-73.77079,46.70181
0,0,0,0,0,0,-73.89569,46.03683
0,0,0,0,0,0,-72.39422,46.16008
0,0,0,0,0,0,-72.32691,46.59193
0,0,0,0,0,0,-71.56199,46.6642
0,0,0,0,0,0,-71.07816,46.04703
0,0,0,0,0,0,-70.93779,46.51041
0,0,0,0,0,0,-70.52316,46.26389
0,0,0,0,0,0,-79.27693,47.01839
0,0,0,0,0,0,-78.55442,47.34002
0,0,0,0,0,0,-77.75979,46.22962
0,0,0,0,0,0,-77.16145,47.57203
0,0,0,0,0,0,-76.73982,47.22031
0,0,0,0,0,0,-78.58469,46.6418
0,0,0,0,0,0,-77.2919,47.88775
0,0,0,0,0,0,-75.55718,47.19667
0,0,0,0,0,0,-74.19245,47.54898
0,0,0,0,0,0,-73.58099,47.16771
0,0,0,0,0,0,-72.2643,47.94812
0,0,0,0,0,0,-71.37214,47.91063
0,0,0,0,0,0,-71.34345,47.10777
0,0,0,0,0,0,-70.62082,47.6483
0,0,0,0,0,0,-70.08943,47.33844
0,0,0,0,0,0,-69.31115,47.71398
0,0,0,0,0,0,-69.59863,47.77933
0,0,0,0,0,0,-79.02284,48.19958
0,0,0,0,0,0,-78.98626,48.2232
0,0,0,0,0,0,-78.338,48.19348
0,0,0,0,0,0,-77.12707,48.58548
0,0,0,0,0,0,-77.84036,47.98709
0,0,0,0,0,0,-77.00942,48.06894
0,0,0,0,0,0,-75.47044,48.41527
0,0,0,0,0,0,-74.00647,48.62191
0,0,0,0,0,0,-79.1466,49.03846
0,0,0,0,0,0,-73.71702,48.14126
0,0,0,0,0,0,-72.43237,48.58036
0,0,0,0,0,0,-72.84758,48.42804
0,0,0,0,0,0,-71.45458,48.84299
0,0,0,0,0,0,-71.52251,48.08672
0,0,0,0,0,0,-70.02851,48.14724
0,0,0,0,0,0,-70.419,48.42993
0,0,0,0,0,0,-68.22258,48.54875
0,0,0,0,0,0,-68.91577,47.94668
0,0,0,0,0,0,-67.6717,48.56846
0,0,0,0,0,0,-67.51016,48.85239
0,0,0,0,0,0,-66.26753,48.26225
0,0,0,0,0,0,-66.7894,48.02857
0,0,0,0,0,0,-64.94927,48.73749
0,0,0,0,0,0,-65.27707,49.04768
0,0,0,0,0,0,-64.61679,48.91328
0,0,0,0,0,0,-64.92619,49.20396
0,0,0,0,0,0,-68.05156,48.33798
0,0,0,0,0,0,-61.90239,47.39233
0,0,0,0,0,0,-77.08658,50.13922
0,0,0,0,0,0,-78.11081,49.56024
0,0,0,0,0,0,-77.64675,49.76296
0,0,0,0,0,0,-76.17444,49.51747
0,0,0,0,0,0,-75.02445,49.81832
0,0,0,0,0,0,-74.96151,49.81526
0,0,0,0,0,0,-73.07352,49.66996
0,0,0,0,0,0,-72.67382,49.41206
0,0,0,0,0,0,-71.94115,49.94058
0,0,0,0,0,0,-70.88246,49.69865
0,0,0,0,0,0,-69.48086,48.27977
0,0,0,0,0,0,-69.36874,48.8409
0,0,0,0,0,0,-68.35735,49.31967
0,0,0,0,0,0,-67.97112,49.29551
0,0,0,0,0,0,-66.618192,50.201313
0,0,0,0,0,0,-64.02133,50.29002
0,0,0,0,0,0,-63.50254,50.26536
0,0,0,0,0,0,-70.86378,45.38563
0,0,0,0,0,0,-73.46601,53.855
0,0,0,0,0,0,-77.0639,52.22883
0,0,0,0,0,0,-77.06945,52.2219
0,0,0,0,0,0,-73.63845,50.4371
0,0,0,0,0,0,-74.23159,50.03543
0,0,0,0,0,0,-68.6295,50.80844
0,0,0,0,0,0,-68.1248,51.32791
0,0,0,0,0,0,-61.99508,50.21951
0,0,0,0,0,0,-67.242568,52.804139
0,0,0,0,0,0,-73.22948,45.21202
0,0,0,0,0,0,-74.0276096,45.3488075
0,0,0,0,0,0,-72.30266,45.76216
0,0,0,0,0,0,-71.23036,45.52159
0,0,0,0,0,0,-76.48713,46.36184
0,0,0,0,0,0,-75.36313,46.55385
0,0,0,0,0,0,-74.12518,46.31874
0,0,0,0,0,0,-74.20275,46.30549
0,0,0,0,0,0,-73.09578,46.31353
0,0,0,0,0,0,-74.30355,46.98283
0,0,0,0,0,0,-72.27544,46.37695
0,0,0,0,0,0,-71.07196,46.88938
0,0,0,0,0,0,-70.53163,46.27008
0,0,0,0,0,0,-79.36739,47.20056
0,0,0,0,0,0,-77.29169,46.63598
0,0,0,0,0,0,-77.70043,46.23362
0,0,0,0,0,0,-77.79687,47.63918
0,0,0,0,0,0,-76.73352,47.49712
0,0,0,0,0,0,-78.85035,47.63854
0,0,0,0,0,0,-75.78711,47.86018
0,0,0,0,0,0,-74.65557,47.23773
0,0,0,0,0,0,-73.38709,47.06762
0,0,0,0,0,0,-72.82739,47.4504
0,0,0,0,0,0,-71.19418,47.29942
0,0,0,0,0,0,-71.18154,47.3072
0,0,0,0,0,0,-70.9881,47.60592
0,0,0,0,0,0,-70.75269,47.1705
0,0,0,0,0,0,-79.46154,48.30442
0,0,0,0,0,0,-78.90723,48.36006
0,0,0,0,0,0,-77.95155,48.54726
0,0,0,0,0,0,-76.9521,48.36503
0,0,0,0,0,0,-73.5621,48.74489
0,0,0,0,0,0,-71.8811,48.40472
0,0,0,0,0,0,-71.78683,48.09664
0,0,0,0,0,0,-70.63801,48.20147
0,0,0,0,0,0,-68.31719,48.56712
0,0,0,0,0,0,-67.27152,48.65025
0,0,0,0,0,0,-67.36379,48.81139
0,0,0,0,0,0,-66.64566,48.34623
0,0,0,0,0,0,-66.38021,48.99578
0,0,0,0,0,0,-64.31785,48.41961
0,0,0,0,0,0,-65.01765,48.82567
0,0,0,0,0,0,-64.22383,49.76309
0,0,0,0,0,0,-78.11081,49.56024
0,0,0,0,0,0,-74.94446,49.98016
0,0,0,0,0,0,-69.60276,48.4466
0,0,0,0,0,0,-69.5602,49.29763
0,0,0,0,0,0,-67.48246,49.72416
0,0,0,0,0,0,-67.38531,50.23975
0,0,0,0,0,0,-65.55716,50.27591
0,0,0,0,0,0,-70.90047,45.32095
0,0,0,0,0,0,-76.65324,45.58996
0,0,0,0,0,0,-73.18241,45.13867
0,0,0,0,0,0,-76.92294,46.38707
0,0,0,0,0,0,-75.18816,46.57821
0,0,0,0,0,0,-75.00038,46.39086
0,0,0,0,0,0,-71.80553,46.32389
0,0,0,0,0,0,-69.58603,47.22267
0,0,0,0,0,0,-78.99318,46.6391
0,0,0,0,0,0,-77.53441,46.94445
0,0,0,0,0,0,-75.318976,47.278318
0,0,0,0,0,0,-72.7042,48.76247
0,0,0,0,0,0,-71.51713,47.81612
0,0,0,0,0,0,-71.08281,47.09702
0,0,0,0,0,0,-79.01686,48.19964
0,0,0,0,0,0,-77.99408,48.35733
0,0,0,0,0,0,-70.58414,48.03332
0,0,0,0,0,0,-68.52433,47.63058
0,0,0,0,0,0,-67.70186,48.7771
0,0,0,0,0,0,-66.38016,48.99578
0,0,0,0,0,0,-64.67746,48.34962
0,0,0,0,0,0,-65.8106,48.63431
0,0,0,0,0,0,-69.10806,48.62983
0,0,0,0,0,0,-67.62379,49.32928
0,0,0,0,0,0,-66.79284,50.63438
0,0,0,0,0,0,-75.85907,45.52493
0,0,0,0,0,0,-73.71038,45.36767
0,0,0,0,0,0,-74.68304,45.79067
0,0,0,0,0,0,-72.38092,45.30282
0,0,0,0,0,0,-71.86081,45.45069
0,0,0,0,0,0,-75.91864,46.38083
0,0,0,0,0,0,-73.81483,46.55837
0,0,0,0,0,0,-73.42698,46.32684
0,0,0,0,0,0,-72.81298,46.60491
0,0,0,0,0,0,-71.62516,46.57783
0,0,0,0,0,0,-70.02229,46.73835
0,0,0,0,0,0,-72.74508,47.70833
0,0,0,0,0,0,-71.23653,47.47136
0,0,0,0,0,0,-70.73965,47.77803
0,0,0,0,0,0,-69.42401,47.54839
0,0,0,0,0,0,-79.25852,48.10758
0,0,0,0,0,0,-78.4346,48.23315
0,0,0,0,0,0,-77.94251,48.70494
0,0,0,0,0,0,-71.82302,48.66535
0,0,0,0,0,0,-70.5538,48.15759
0,0,0,0,0,0,-67.0092,48.67628
0,0,0,0,0,0,-67.83768,48.66746
0,0,0,0,0,0,-66.25886,48.22419
0,0,0,0,0,0,-66.8244,48.04603
0,0,0,0,0,0,-64.7748,48.33461
0,0,0,0,0,0,-65.28136,49.01203
0,0,0,0,0,0,-69.71527,48.14347
0,0,0,0,0,0,-70.65916,45.95934
0,0,0,0,0,0,-73.81483,46.55837
0,0,0,0,0,0,-71.72239,46.55175
0,0,0,0,0,0,-72.79273,47.326
0,0,0,0,0,0,-71.36612,47.83678
0,0,0,0,0,0,-70.61501,47.64208
0,0,0,0,0,0,-79.47855,48.74886
0,0,0,0,0,0,-66.39849,49.02261
0,0,0,0,0,0,-65.04828,48.69599
0,0,0,0,0,0,-65.59797,48.07795
0,0,0,0,0,0,-71.80553,46.32389
0,0,0,0,0,0,-71.04081,47.34389
0,0,0,0,0,0,-79.09817,48.21422
0,0,0,0,0,0,-64.7748,48.33461
0,0,0,0,0,0,-71.80576,46.32397
0,0,0,0,0,0,-79.2585254,48.1075801
0,0,0,0,0,0,-64.7748,48.33461
0,0,0,0,0,0,-71.4546814,41.6039129
0,0,0,0,0,0,-71.2448829,41.4859497
0,0,0,0,0,0,-71.7014909,41.3985827
0,0,0,0,0,0,-71.7364119,41.9898687
0,0,0,0,0,0,-71.7969419,41.9598397
0,0,0,0,0,0,-71.778827,41.9519955
0,0,0,0,0,0,-71.5653939,41.2239857
0,0,0,0,0,0,-101.84405,49.17711
0,0,0,0,0,0,-102.59344,49.61003
0,0,0,0,0,0,-103.15786,49.87208
0,0,0,0,0,0,-104.37779,49.63922
0,0,0,0,0,0,-105.68782,49.72655
0,0,0,0,0,0,-106.02648,49.55279
0,0,0,0,0,0,-107.99196,49.64013
0,0,0,0,0,0,-109.53094,49.93823
0,0,0,0,0,0,-101.81151,50.85889
0,0,0,0,0,0,-102.23845,50.85566
0,0,0,0,0,0,-103.15186,50.25122
0,0,0,0,0,0,-104.92801,50.63258
0,0,0,0,0,0,-105.39733,50.33853
0,0,0,0,0,0,-106.27955,50.48447
0,0,0,0,0,0,-107.73392,50.10608
0,0,0,0,0,0,-108.07392,50.92159
0,0,0,0,0,0,-101.82016,51.15315
0,0,0,0,0,0,-102.97359,51.41628
0,0,0,0,0,0,-103.66788,51.18068
0,0,0,0,0,0,-104.84993,51.99818
0,0,0,0,0,0,-105.84525,51.15388
0,0,0,0,0,0,-106.12166,51.4165
0,0,0,0,0,0,-107.13764,51.6997
0,0,0,0,0,0,-108.24651,51.0667
0,0,0,0,0,0,-109.08625,51.88169
0,0,0,0,0,0,-102.37131,52.82443
0,0,0,0,0,0,-103.64858,52.10051
0,0,0,0,0,0,-104.57752,52.14025
0,0,0,0,0,0,-105.70425,52.72568
0,0,0,0,0,0,-106.73266,52.95846
0,0,0,0,0,0,-107.97894,52.23764
0,0,0,0,0,0,-108.59419,52.40572
0,0,0,0,0,0,-109.60813,52.74033
0,0,0,0,0,0,-102.08455,53.62575
0,0,0,0,0,0,-103.31901,53.13289
0,0,0,0,0,0,-104.14297,53.46955
0,0,0,0,0,0,-105.85985,53.10264
0,0,0,0,0,0,-106.7304,53.71513
0,0,0,0,0,0,-108.63524,53.51154
0,0,0,0,0,0,-109.0284,53.38795
0,0,0,0,0,0,-102.779115,54.996519
0,0,0,0,0,0,-103.8327,54.496229
0,0,0,0,0,0,-104.92176,54.18584
0,0,0,0,0,0,-105.35449,54.96947
0,0,0,0,0,0,-106.268051,54.382662
0,0,0,0,0,0,-107.23426,54.70829
0,0,0,0,0,0,-108.27759,54.07823
0,0,0,0,0,0,-109.331251,54.477497
0,0,0,0,0,0,-102.310177,55.52226
0,0,0,0,0,0,-104.73487,55.645244
0,0,0,0,0,0,-105.337817,55.052243
0,0,0,0,0,0,-106.790184,55.234514
0,0,0,0,0,0,-107.356858,55.217542
0,0,0,0,0,0,-108.095707,55.548271
0,0,0,0,0,0,-109.015053,55.574506
0,0,0,0,0,0,-103.577485,56.544871
0,0,0,0,0,0,-106.112591,56.931907
0,0,0,0,0,0,-108.694374,56.473951
0,0,0,0,0,0,-109.960931,56.311121
0,0,0,0,0,0,-103.841919,57.892401
0,0,0,0,0,0,-105.662401,57.218143
0,0,0,0,0,0,-109.371733,57.881279
0,0,0,0,0,0,-103.998374,58.275827
0,0,0,0,0,0,-104.498077,58.50217
0,0,0,0,0,0,-105.80202,58.882224
0,0,0,0,0,0,-109.503063,58.521967
0,0,0,0,0,0,-105.827341,59.25772
0,0,0,0,0,0,-102.27756,49.83464
0,0,0,0,0,0,-103.56475,49.8722
0,0,0,0,0,0,-104.58456,49.43546
0,0,0,0,0,0,-105.1658,49.93055
0,0,0,0,0,0,-106.55085,49.96035
0,0,0,0,0,0,-102.84135,50.65199
0,0,0,0,0,0,-103.57591,50.00361
0,0,0,0,0,0,-104.27272,50.57177
0,0,0,0,0,0,-105.03062,50.30948
0,0,0,0,0,0,-106.1421,50.36951
0,0,0,0,0,0,-107.00595,50.01867
0,0,0,0,0,0,-108.9352,50.31006
0,0,0,0,0,0,-102.75534,51.09238
0,0,0,0,0,0,-103.62083,51.03356
0,0,0,0,0,0,-104.47251,51.27037
0,0,0,0,0,0,-105.82708,51.41636
0,0,0,0,0,0,-106.63717,51.56189
0,0,0,0,0,0,-107.19899,51.3145
0,0,0,0,0,0,-108.35856,51.99696
0,0,0,0,0,0,-109.16821,51.50394
0,0,0,0,0,0,-102.37429,52.66601
0,0,0,0,0,0,-103.61462,52.4348
0,0,0,0,0,0,-104.23693,52.66722
0,0,0,0,0,0,-105.34151,52.98742
0,0,0,0,0,0,-106.21899,52.0567
0,0,0,0,0,0,-107.40788,52.23109
0,0,0,0,0,0,-108.69316,52.25997
0,0,0,0,0,0,-109.89984,52.72584
0,0,0,0,0,0,-102.93291,53.86222
0,0,0,0,0,0,-103.33449,53.68953
0,0,0,0,0,0,-104.09389,53.65633
0,0,0,0,0,0,-105.53702,53.29236
0,0,0,0,0,0,-107.58536,53.01718
0,0,0,0,0,0,-108.62506,53.27804
0,0,0,0,0,0,-109.49417,53.60021
0,0,0,0,0,0,-102.055511,54.841714
