brsp,gtto,lasp,sags,sath,vesp,x,y
0,0,0,0,0,265,-114.9578,50.2456
0,0,93,0,0,501,-116.47839,50.92435
0,0,27,0,0,455,-117.20573,50.03801
0,0,37,0,0,700,-118.74332,50.44063
0,0,42,0,0,16,-119.32095,50.67375
0,0,200,0,0,1,-120.69166,50.28285
0,0,33,0,0,74,-121.09934,50.02257
0,0,217,0,0,247,-122.22407,50.7898
0,0,176,0,0,161,-125.24111,50.02638
0,0,13,0,0,1,-126.15643,50.35
0,0,73,0,0,13,-127.87685,50.70394
0,0,12,0,0,50,-117.41691,51.50424
0,0,51,0,0,19,-118.63605,51.67589
0,0,32,0,0,37,-119.39066,51.03674
0,0,31,0,0,204,-120.71029,51.38704
0,0,25,0,0,40,-121.97944,51.41319
0,0,3,0,0,76,-123.69749,51.56289
0,0,39,0,0,410,-124.39194,51.48959
0,0,30,0,0,136,-119.11384,52.52649
0,0,143,0,0,135,-120.79386,52.09082
0,0,370,0,0,194,-121.33773,52.89753
0,0,33,0,0,14,-122.06768,52.14952
0,0,10,0,0,5,-123.52471,52.2551
0,0,4,0,0,18,-125.40723,52.51026
0,0,5,0,0,84,-126.52696,52.38755
0,0,28,0,0,0,-120.0785,53.27895
0,0,0,0,0,0,-121.98128,53.03893
0,0,140,0,0,0,-122.46127,53.97137
0,0,158,0,0,0,-124.90146,53.59811
0,0,1,0,0,1,-119.67144,53.08394
0,0,13,0,0,0,-123.0335,54.98797
0,0,7,0,0,0,-125.41909,54.41321
0,0,11,0,0,0,-126.79256,54.36058
0,0,26,0,0,38,-127.31883,55.00224
0,0,8,0,0,167,-128.58215,54.37166
0,0,18,0,0,14,-129.29622,54.33308
0,0,18,0,0,114,-120.15842,55.45441
0,0,6,0,0,12,-123.20833,55.45083
0,0,0,0,0,13,-124.73047,55.7995
0,0,8,0,0,36,-125.17355,55.60208
0,0,1,0,0,10,-127.8863,55.15831
0,0,3,0,0,5,-128.84994,55.77153
0,0,39,0,0,159,-120.39971,56.363
0,0,3,0,0,1,-121.90827,56.03028
0,0,43,0,0,1,-129.28439,56.10483
0,0,34,0,0,1,-130.22035,57.50214
0,0,16,0,0,1,-122.91585,58.84236
0,0,0,0,0,86,-123.85158,58.66046
0,0,15,0,0,10,-123.95445,58.66678
0,0,52,0,0,13,-125.125803,49.513493
0,0,7,0,0,15,-116.05594,50.63278
0,0,29,0,0,11,-129.86339,58.1
0,0,26,0,0,71,-116.67451,51.249
0,0,26,0,0,1,-122.92073,59.98089
0,0,66,0,0,77,-125.24111,50.02638
0,0,1,0,0,95,-129.7417,59.22053
0,0,0,0,0,6,-131.97479,59.94131
0,0,2,0,0,8,-133.79492,60.00029
0,0,14,0,0,10,-134.66026,60.00179
0,0,11,0,0,0,-136.36189,59.4505
0,0,77,0,0,50,-126.11727,49.67907
0,0,97,0,0,12,-124.83168,54.08715
0,0,40,0,0,2,-121.5912,55.57768
0,0,23,0,0,3,-132.05651,54.03085
0,0,7,0,0,6,-132.11712,53.25051
0,0,0,0,0,28,-131.86411,53.23725
0,0,4,0,0,5,-123.34957,48.40459
0,0,0,0,0,11,-124.81477,48.87213
0,0,3,0,0,18,-115.64972,49.64847
0,0,20,0,0,1,-116.52268,49.07317
0,0,16,0,0,1,-117.61742,49.50856
0,0,17,0,0,1,-120.29275,49.1322
0,0,2,0,0,1,-121.97367,49.04834
0,0,7,0,0,55,-122.68951,49.23117
0,0,16,0,0,0,-123.25848,49.26269
0,0,1,0,0,33,-124.17869,49.78313
0,0,0,0,0,61,-125.69448,49.04273
0,0,0,0,0,35,-115.84356,50.6492
0,0,11,0,0,9,-116.99999,50.33732
0,0,4,0,0,0,-119.08702,50.26615
0,0,106,0,0,0,-122.95793,50.14379
0,0,12,0,0,5,-125.49475,50.18259
0,0,109,0,0,16,-127.34662,50.28543
0,0,22,0,0,0,-117.00095,51.41655
0,0,17,0,0,2,-117.76182,51.18085
0,0,7,0,0,0,-119.43477,51.41576
0,0,38,0,0,13,-120.14999,51.31666
0,0,4,0,0,0,-121.46523,51.97885
0,0,0,0,0,2,-122.40933,51.95592
0,0,25,0,0,25,-123.07011,51.79483
0,0,13,0,0,8,-124.36813,51.98254
0,0,32,0,0,17,-121.38518,52.47331
0,0,9,0,0,2,-125.08943,52.25749
0,0,92,0,0,0,-121.74297,53.73398
0,0,25,0,0,0,-122.8157,53.9421
0,0,31,0,0,0,-122.96084,53.65356
0,0,15,0,0,0,-122.6524,54.34294
0,0,7,0,0,3,-124.15201,54.90106
0,0,70,0,0,1,-127.31883,55.00224
0,0,1,0,0,0,-128.84598,54.82941
0,0,25,0,0,27,-128.7456,55.68545
0,0,36,0,0,12,-132.180269,53.686199
0,0,22,0,0,0,-131.79334,53.20804
0,0,10,0,0,0,-120.38993,49.03906
0,0,15,0,0,0,-122.68952,49.24412
0,0,14,0,0,9,-124.17869,49.78313
0,0,7,0,0,18,-123.25239,59.23336
0,0,6,0,0,104,-127.980411,50.680643
0,0,10,0,0,65,-129.06944,59.96444
0,0,23,0,0,33,-123.54811,48.74932
0,0,7,0,0,58,-124.05783,48.82305
0,0,7,0,0,76,-118.77692,49.70977
0,0,1,0,0,22,-120.8548,49.77692
0,0,0,0,0,18,-121.38798,49.02589
0,0,2,0,0,129,-122.53478,49.18402
0,0,6,0,0,10,-123.24195,49.47441
0,0,0,0,0,31,-124.09906,49.19418
0,0,7,0,0,0,-125.25462,49.60569
0,0,71,0,0,6,-118.77176,50.21164
0,0,0,0,0,56,-119.08629,50.81583
0,0,0,0,0,5,-121.61208,50.78927
0,0,1,0,0,6,-122.25638,50.43183
0,0,3,0,0,31,-125.16041,50.02276
0,0,2,0,0,35,-117.52988,51.71637
0,0,0,0,0,43,-121.74297,53.73398
0,0,37,0,0,108,-125.20263,49.57778
0,0,54,0,0,20,-120.22432,49.40133
0,0,2,0,0,19,-123.17833,49.68665
0,0,61,0,0,41,-124.35721,49.25092
0,0,0,0,0,50,-125.09807,49.64242
0,0,4,0,0,5,-120.08938,50.57455
0,0,4,0,0,0,-121.5819,50.24223
0,0,36,0,0,2,-120.14918,49.72025
0,0,21,0,0,138,-120.9503,50.13425
0,0,86,0,0,2,-117.94334,49.37134
0,0,93,0,0,6,-123.0047055,41.8223332
0,0,45,0,0,1,-122.5264669,41.1419727
0,0,0,0,0,0,-124.1417935,41.6955943
0,0,93,0,0,0,-124.1233439,40.2431947
0,0,12,0,0,2,-123.9615249,40.4150917
0,0,37,0,0,3,-122.3059647,40.3520163
0,0,6,0,0,9,-121.4255289,40.4941127
0,0,140,0,0,3,-123.2246019,39.2648927
0,0,0,0,0,173,-122.9409709,39.5232837
0,0,7,0,0,6,-121.7340849,39.2754327
0,0,1,0,0,0,-123.5854569,38.8035918
0,0,22,0,0,0,-122.2402499,38.9787297
0,0,9,0,0,0,-121.7519384,38.0878897
0,0,33,0,0,2,-120.2121659,38.3563447
0,0,0,0,0,11,-122.4709619,37.6849387
0,0,38,0,0,0,-121.1660539,37.9248767
0,0,1,0,0,105,-120.860951,37.5947824
0,0,13,0,0,2,-119.6302109,37.3670857
0,0,0,0,0,0,-119.8358759,36.5471497
0,0,2,0,0,0,-121.1750259,36.7623647
0,0,145,0,0,0,-120.3048859,36.3127167
0,0,1,0,0,5,-119.4395069,36.7712237
0,0,3,0,0,2,-118.9924775,36.2677648
0,0,10,0,0,1,-120.5305939,35.8086777
0,0,22,0,0,0,-119.1639019,35.1800607
0,0,9,0,0,1,-116.9158549,35.3017657
0,0,25,0,0,0,-120.0690309,34.4663227
0,0,12,0,0,16,-119.3142549,34.3571317
0,0,44,0,0,0,-117.0048749,34.6236297
0,0,41,0,0,1,-115.4898379,34.5108617
0,0,3,0,0,0,-114.1414869,34.2888977
0,0,4,0,0,4,-118.2918089,33.7909207
0,0,4,0,0,27,-117.1214679,33.9285177
0,0,2,0,0,0,-116.8011859,33.3988807
0,0,134,0,0,8,-115.1445009,33.0446677
0,0,0,0,0,37,-114.7292329,33.4048617
0,0,0,0,0,10,-117.1190639,32.5434577
0,0,28,0,0,16,-116.23272,32.903954
0,0,1,0,0,8,-121.2813029,36.8242987
0,0,11,0,0,2,-120.5194684,36.2251687
0,0,119,0,0,26,-119.3047559,36.6315997
0,0,63,0,0,0,-120.8880009,35.2565319
0,0,34,0,0,0,-117.800197,35.6076917
0,0,0,0,0,0,-117.1469807,34.8508216
0,0,15,0,0,4,-116.9615329,35.0263717
0,0,63,0,0,21,-117.342044,35.8180322
0,0,0,0,0,71,-116.1438409,35.1091439
0,0,3,0,0,5,-115.2438758,34.7336313
0,0,1,0,0,0,-115.6467441,34.9755274
0,0,1,0,0,2,-115.1040949,34.0883297
0,0,0,0,0,15,-115.7137562,33.4529856
0,0,5,0,0,17,-122.8668979,38.0453507
0,0,9,0,0,3,-121.0703359,38.8992737
0,0,0,0,0,1,-123.8016231,41.2017931
0,0,0,0,0,0,-124.1636509,40.5280727
0,0,17,0,0,1,-122.2919583,40.8737513
0,0,0,0,0,10,-120.6326679,39.7846537
0,0,33,0,0,0,-121.704424,39.9935292
0,0,0,0,0,3,-122.2390059,39.7633427
0,0,2,0,0,0,-123.5822599,39.1612277
0,0,19,0,0,0,-122.5909499,37.9851247
0,0,0,0,0,18,-116.9455029,34.4584537
0,0,6,0,0,0,-114.4066433,34.4912299
0,0,22,0,0,2,-114.6666667,34.9
0,0,21,0,0,6,-115.8016279,33.6738577
0,0,54,0,0,5,-115.4847789,33.2200507
0,0,0,0,0,0,-114.6230009,33.6171807
0,0,95,0,0,1,-117.0157469,32.9696237
0,0,0,0,0,33,-115.4338989,32.8471607
0,0,4,0,0,0,-114.4726339,32.8818917
0,0,50,0,0,0,-116.9363639,34.9995167
0,0,1,0,0,1,-120.2906994,38.5562592
0,0,36,0,0,0,-122.3819302,40.5164906
0,0,3,0,0,0,-121.0356899,38.7202247
0,0,5,0,0,0,-118.3742829,33.3657387
0,0,63,0,0,0,-118.55729,34.5675322
0,0,20,0,0,0,-118.1049598,34.2581397
0,0,11,0,0,0,-117.579092,33.6408199
0,0,16,0,0,1,-121.6956939,36.4530827
0,0,11,0,0,0,-118.5699849,35.7786557
0,0,3,0,0,0,-117.9406162,34.5208799
0,0,21,0,0,0,-116.8928069,34.0813937
0,0,2,0,0,1,-120.2354279,34.7375727
0,0,2,0,0,5,-117.4101409,33.6484217
0,0,0,0,0,3,-116.4718019,32.8906327
0,0,0,0,0,1,-116.6771527,32.9845324
0,0,1,0,0,10,-120.8547697,35.6378262
0,0,1,0,0,0,-119.3492988,35.0586291
0,0,67,0,0,1,-116.7989429,33.5004607
0,0,0,0,0,4,-119.5118359,36.6992615
0,0,0,0,0,0,-117.6766129,34.1748887
0,0,0,0,0,3,-118.9088976,36.8189424
0,0,0,0,0,0,-118.3953543,34.6685951
0,0,34,0,0,1,-119.5768969,33.9981167
0,0,5,0,0,0,-119.6685329,34.6739607
0,0,0,0,0,1,-116.2002339,32.6119997
0,0,4,0,0,0,-120.5084609,35.3183817
0,0,4,0,0,0,-119.7298739,35.0931687
0,0,5,0,0,0,-118.8450999,35.8163067
0,0,19,0,0,18,-119.3299456,34.8339402
0,0,0,0,0,7,-119.2871779,35.4417537
0,0,1,0,0,1,-118.8782429,35.2233697
0,0,6,0,0,2,-122.0649918,39.5508277
0,0,0,0,0,0,-120.6701509,37.2442817
0,0,23,0,0,0,-115.5356439,32.9416587
0,0,1,0,0,0,-121.4588469,38.4960307
0,0,0,0,0,0,-120.9253159,38.7687607
0,0,0,0,0,0,-121.1597352,37.5141365
0,0,0,0,0,49,-119.8035199,37.7472667
0,0,0,0,0,5,-120.6668929,38.3755147
0,0,0,0,0,217,-121.6093062,39.4978958
0,0,4,0,0,0,-123.3982919,39.5664857
0,0,0,0,0,12,-121.9157259,40.3357087
0,0,0,0,0,0,-122.3224869,40.6724857
0,0,6,0,0,4,-123.0337989,40.6589377
0,0,9,0,0,27,-123.5376359,41.3028427
0,0,2,0,0,31,-122.1355519,41.2323207
0,0,0,0,0,49,-120.2610649,36.6541134
0,0,0,0,0,0,-122.1464708,37.8183531
0,0,0,0,0,9,-121.0644229,35.9222607
0,0,0,0,0,59,-123.4877394,41.3813232
0,0,3,0,0,1037,-123.6037721,40.1732694
0,0,3,0,0,27,-122.6387259,40.0279597
0,0,0,0,0,0,-121.5755009,40.1173377
0,0,0,0,0,0,-120.623502,40.2017613
0,0,7,0,0,382,-123.484892,39.6878368
0,0,0,0,0,0,-122.7090796,39.1844218
0,0,0,0,0,8,-121.0099559,39.0686937
0,0,2,0,0,11,-120.8280109,39.5602197
0,0,28,0,0,4,-122.719303,38.5498734
0,0,0,0,0,13,-121.8400349,38.7939347
0,0,0,0,0,3,-120.4473869,38.7694117
0,0,0,0,0,48,-121.6774341,37.2521703
0,0,0,0,0,0,-120.6452578,37.9834939
0,0,0,0,0,1,-119.7013699,37.1201217
0,0,0,0,0,1,-123.0480649,38.3407717
0,0,0,0,0,41,-122.1565019,37.2115267
0,0,0,0,0,0,-121.4234494,36.257393
0,0,0,0,0,0,-120.7850119,36.8794687
0,0,0,0,0,14,-119.3040849,36.0799797
0,0,0,0,0,30,-122.6334149,41.7401687
0,0,0,0,0,48,-123.8400894,40.9701495
0,0,0,0,0,10,-122.5143889,38.3795127
0,0,0,0,0,12,-121.7328649,37.6650327
0,0,39,0,0,0,-120.4009629,37.1416897
0,0,21,0,0,159,-119.1614638,37.2556212
0,0,30,0,0,30,-123.2270969,39.1634647
0,0,190,0,0,1,-120.8100579,39.0226767
0,0,2,0,0,10,-117.342142,33.3068648
0,0,0,0,0,8,-116.48047,32.92408
0,0,8,0,0,0,-121.1582986,36.7497605
0,0,3,0,0,2,-116.7979649,33.5014318
0,0,21,0,0,284,-116.16262,34.0138414
0,0,3,0,0,8,-119.68333,34
0,0,21,0,0,1,-118.148742,34.971073
0,0,26,0,0,76,-119.2962109,35.4779437
0,0,0,0,0,0,-121.2813,36.8242987
0,0,6,0,0,52,-117.16759,34.836431
0,0,3,0,0,0,-123.53229,41.309013
0,0,30,0,0,2,-122.5109615,38.3796305
0,0,3,0,0,3,-121.7329536,37.6649984
0,0,36,0,0,2,-121.4282989,40.4976057
0,0,6,0,0,51,-116.8865694,34.0809816
0,0,6,0,0,102,-122.2276839,37.1650627
0,0,6,0,0,23,-121.1662987,37.9333136
0,0,0,0,0,2,-118.85004,35.89089
0,0,0,0,0,0,-118.2918,33.7909207
0,0,10,0,0,2,-121.525076,38.1231944
0,0,15,0,0,20,-120.6797897,38.3539344
0,0,7,0,0,1,-116.7674109,34.2881427
0,0,61,0,0,58,-124.0540137,41.8020549
0,0,17,0,0,0,-123.5321729,41.3035057
0,0,2,0,0,0,-122.6175379,41.0054247
0,0,9,0,0,4,-122.3173197,41.1491686
0,0,244,0,0,65,-121.050248,41.6091794
0,0,45,0,0,4,-123.4827189,40.8031297
0,0,15,0,0,11,-122.6362459,40.7168927
0,0,7,0,0,0,-122.8597869,40.1803227
0,0,9,0,0,36,-121.143089,40.3052152
0,0,14,0,0,20,-120.9961818,40.0402279
0,0,93,0,0,18,-121.0380629,39.9493657
0,0,4,0,0,0,-120.8263239,39.0192397
0,0,6,0,0,436,-120.5734077,38.7396833
0,0,1,0,0,2,-120.7242129,38.7995807
0,0,17,0,0,1,-120.1968622,37.7104224
0,0,24,0,0,410,-119.7938035,37.4618753
0,0,3,0,0,0,-118.4486699,35.7945597
0,0,2,0,0,13,-118.2905419,35.6923897
0,0,1,0,0,0,-119.6177289,34.7072417
0,0,0,0,0,7,-123.8982699,41.7045577
0,0,11,0,0,1,-123.0816729,41.0822737
0,0,0,0,0,1,-121.58434,41.534114
0,0,66,0,0,0,-123.0732879,40.4903837
0,0,10,0,0,3,-122.6130599,39.1628167
0,0,6,0,0,0,-120.0376959,38.1700196
0,0,0,0,0,2,-123.6046832,40.8879703
0,0,49,0,0,0,-121.73284,37.665124
0,0,39,0,0,1,-120.56761,39.06961
0,0,22,0,0,3,-120.5457839,40.1538157
0,0,1,0,0,0,-122.5631179,41.9024247
0,0,15,0,0,2,-122.5202179,41.5209207
0,0,17,0,0,1,-123.8192961,41.8824344
0,0,30,0,0,0,-123.6395269,40.6229877
0,0,9,0,0,0,-123.7020419,40.7015167
0,0,0,0,0,3,-124.0971118,41.2623507
0,0,0,0,0,6,-120.7791086,36.3579209
0,0,1,0,0,3,-124.0398,41.46619
0,0,39,0,0,1,-123.6395269,40.6229877
0,0,10,0,0,4,-102.9337159,40.6569477
0,0,3,0,0,3,-106.7610657,39.2438073
0,0,0,0,0,0,-105.2791994,39.2209796
0,0,41,0,0,5,-102.5212329,38.1437717
0,0,12,0,0,3,-106.8369449,37.2877307
0,0,28,0,0,12,-103.1977919,37.9979687
0,0,18,0,0,68,-103.3439259,40.8478437
0,0,47,0,0,3,-102.7182079,40.2631147
0,0,2,0,0,4,-105.4160009,39.0800627
0,0,0,0,0,2,-104.1886679,39.8407587
0,0,8,0,0,0,-103.1230999,39.6105587
0,0,58,0,0,10,-102.5906749,38.6933497
0,0,10,0,0,1,-108.0204389,37.7907487
0,0,4,0,0,10,-107.2239599,37.9857447
0,0,2,0,0,0,-106.4522789,37.4798557
0,0,3,0,0,4,-104.0585169,37.0446817
0,0,3,0,0,0,-102.5796589,37.1052137
0,0,1,0,0,0,-106.8377022,37.2881745
0,0,1,0,0,6,-106.4250933,37.6329865
0,0,2,0,0,0,-102.0845649,40.6141447
0,0,19,0,0,0,-104.5104139,39.9859827
0,0,4,0,0,2,-108.3489798,38.2657408
0,0,1,0,0,2,-104.4505009,38.0452637
0,0,18,0,0,8,-103.2345199,38.1719747
0,0,52,0,0,0,-103.1112899,37.5201847
0,0,16,0,0,2,-102.2766499,37.1640087
0,0,74,0,0,0,-107.15889,37.940923
0,0,2,0,0,0,-106.9331855,40.6746076
0,0,3,0,0,20,-105.4284449,40.5692247
0,0,60,0,0,1,-102.3257889,40.9679121
0,0,20,0,0,19,-103.0237419,39.5675297
0,0,7,0,0,39,-102.1105579,39.1718637
0,0,0,0,0,13,-106.1069649,38.4480577
0,0,0,0,0,0,-102.2107619,38.2460697
0,0,7,0,0,2,-108.7610769,37.8399527
0,0,2,0,0,4,-106.6533167,37.6490053
0,0,19,0,0,34,-104.7749029,37.6176717
0,0,1,0,0,3,-102.8682559,37.2067937
0,0,10,0,0,1,-105.2961672,40.0205912
0,0,10,0,0,0,-108.4743579,37.4432477
0,0,3,0,0,1,-107.8223959,37.9427007
0,0,0,0,0,23,-104.5086695,39.9848652
0,0,0,0,0,3,-104.4189177,38.0641056
0,0,0,0,0,9,-105.7630014,40.4319964
0,0,0,0,0,0,-71.9642159,41.3360007
0,0,0,0,0,0,-72.9096309,41.6976407
0,0,0,0,0,0,-72.5159969,41.7026037
0,0,0,0,0,3,-72.1530946,41.417728
0,0,0,0,0,41,-72.1389149,41.9407577
0,0,0,0,0,3,-72.4984279,41.2710807
0,0,0,0,0,0,-72.1354049,41.7771877
0,0,0,0,0,1,-73.2167392,41.5493443
0,0,0,0,0,9,-73.5009399,41.5387127
0,0,0,0,0,7,-73.6169339,41.0517897
0,0,0,0,0,11,-73.5313225,41.3362789
0,0,0,0,0,0,-73.3502269,41.7487967
0,0,0,0,0,0,-73.2470699,41.2521947
0,0,0,0,0,8,-72.5906625,41.5651229
0,0,0,0,0,2,-72.8512329,41.5832977
0,0,0,0,0,0,-72.9574329,41.8784917
0,0,0,0,0,2,-72.9270422,41.7378788
0,0,0,0,0,0,-72.1389149,41.9407577
0,0,0,0,0,0,-73.350226,41.7487967
0,0,0,0,0,0,-72.9557559,41.8805267
0,0,0,0,0,2,-75.6860679,39.5003037
0,0,0,0,0,2,-75.5873207,39.7518831
0,0,0,0,0,0,-75.5366119,38.9594417
0,0,0,0,0,0,-75.4652999,39.0287137
0,0,0,0,0,9,-75.4593569,39.0295357
0,0,0,0,0,1,-75.1803229,38.5337387
0,0,0,0,0,1,-75.2351089,38.6735427
0,0,0,0,0,0,-75.4329779,38.5040567
0,0,0,0,0,9,-75.0612969,38.5804577
0,0,0,0,0,21,-75.2899489,38.7480537
0,0,0,0,0,0,-75.6392639,39.3705837
0,0,0,0,0,50,-75.2351111,38.6736346
0,0,0,0,0,8,-75.4329919,38.5040677
0,0,0,0,0,0,-75.4638509,38.7324037
0,0,0,0,0,25,-75.459356,39.0295357
0,0,0,0,0,0,-75.459356,39.0295357
0,0,0,0,0,4,-75.459356,39.0295357
0,0,0,0,0,3,-87.4079434,30.9291812
0,0,0,0,0,7,-86.2758321,30.3755433
0,0,0,0,0,4,-86.4809129,30.5193157
0,0,0,0,0,38,-85.1334541,30.5288404
0,0,0,0,0,15,-85.2869789,30.3372497
0,0,0,0,0,0,-84.0413094,30.5950194
0,0,0,0,0,4,-85.9004499,30.3898527
0,0,0,0,0,14,-84.9914239,30.3358457
0,0,0,0,0,3,-85.3003555,29.7818335
0,0,0,0,0,1,-83.8569684,30.2734632
0,0,0,0,0,0,-83.3782062,29.6686989
0,0,0,0,0,11,-82.7337409,30.5026237
0,0,0,0,0,1,-82.2630299,29.5468457
0,0,0,0,0,1,-82.394802,29.1916199
0,0,0,0,0,0,-84.9762879,29.9877641
0,0,0,0,0,15,-82.5050049,28.0363157
0,0,0,0,0,0,-82.1186659,27.4438745
0,0,0,0,0,5,-81.3438119,29.8899427
0,0,0,0,0,0,-81.9062085,30.7202649
0,0,0,0,0,9,-82.3022052,28.3266818
0,0,0,0,0,0,-81.8343049,29.8970697
0,0,0,0,0,8,-81.8605659,28.1788407
0,0,0,0,0,4,-81.9816829,28.5723877
0,0,0,0,0,7,-81.4189503,27.3232866
0,0,0,0,0,12,-80.8712309,28.7481187
0,0,0,0,0,0,-81.448561,26.2943143
0,0,0,0,0,9,-82.1462286,27.6610372
0,0,0,0,0,0,-80.9676799,25.7510497
0,0,0,0,0,0,-81.7191149,27.9009147
0,0,0,0,0,2,-80.9673345,27.9626301
0,0,0,0,0,0,-80.3854635,26.9657323
0,0,0,0,0,0,-81.9372109,26.7792597
0,0,0,0,0,5,-80.4312659,26.0628347
0,0,0,0,0,0,-80.7663639,25.6579667
0,0,0,0,0,23,-80.5364609,25.0015697
0,0,0,0,0,71,-82.1623546,30.2531989
0,0,0,0,0,1,-81.8070759,30.0999027
0,0,0,0,0,0,-80.2032849,26.3678027
0,0,0,0,0,0,-80.4340449,26.0594807
0,0,0,0,0,0,-87.1400909,30.3334747
0,0,0,0,0,1,-86.7860494,30.7209289
0,0,0,0,0,2,-86.1160696,30.7184797
0,0,0,0,0,1,-85.2426415,30.5335474
0,0,0,0,0,0,-85.7419899,30.9498107
0,0,0,0,0,0,-83.6676053,30.2929508
0,0,0,0,0,0,-84.6639032,30.387698
0,0,0,0,0,0,-83.3399191,30.3506092
0,0,0,0,0,6,-82.811155,30.0205957
0,0,0,0,0,0,-81.9519897,30.5196049
0,0,0,0,0,6,-83.2158819,30.5193097
0,0,0,0,0,2,-84.340943,29.9468226
0,0,0,0,0,0,-81.8774959,29.5359317
0,0,0,0,0,4,-81.1983453,29.4080424
0,0,0,0,0,41,-82.2183149,29.1174077
0,0,0,0,0,0,-82.1719367,28.6471072
0,0,0,0,0,1,-80.8980039,28.1011187
0,0,0,0,0,8,-81.5469756,28.6901383
0,0,0,0,0,0,-81.3372759,28.3225489
0,0,0,0,0,0,-82.3349393,27.7698971
0,0,0,0,0,0,-82.0563269,27.2920427
0,0,0,0,0,0,-81.5833199,27.4266407
0,0,0,0,0,0,-81.4536353,27.7611546
0,0,0,0,0,0,-80.5471555,27.2364427
0,0,0,0,0,0,-80.4486919,27.8600237
0,0,0,0,0,0,-80.5359109,26.3358707
0,0,0,0,0,2,-80.2292965,26.0856265
0,0,0,0,0,1,-80.4097679,25.6040397
0,0,0,0,0,0,-80.5425082,25.4912637
0,0,0,0,0,0,-80.3715899,25.3839437
0,0,0,0,0,0,-81.126711,26.5587549
0,0,0,0,0,0,-81.3585199,26.8751997
0,0,0,0,0,24,-81.2450339,24.6730127
0,0,0,0,0,129,-83.0674784,29.6862263
0,0,0,0,0,10,-82.6352619,28.2764097
0,0,0,0,0,16,-81.7610009,26.9459847
0,0,0,0,0,5,-81.6570333,25.9322682
0,0,0,0,0,22,-80.902032,26.750328
0,0,0,0,0,20,-85.2717359,30.3715757
0,0,0,0,0,27,-85.836483,30.53685
0,0,0,0,0,0,-85.0052085,30.3242578
0,0,0,0,0,55,-82.119094,29.4553574
0,0,0,0,0,151,-82.5089729,28.0402277
0,0,0,0,0,12,-82.118665,27.4438745
0,0,0,0,0,29,-81.981682,28.5723877
0,0,0,0,0,17,-81.7191254,27.9007144
0,0,0,0,0,6,-82.0333415,26.9297114
0,0,0,0,0,3,-80.9335333,25.1388716
0,0,0,0,0,141,-82.1626039,30.2516797
0,0,0,0,0,41,-81.806917,30.0999167
0,0,0,0,0,132,-86.455486,30.965694
0,0,0,0,0,338,-82.810872,30.018918
0,0,0,0,0,12,-82.2851269,29.1871917
0,0,0,0,0,1,-82.334936,27.769929
0,0,0,0,0,12,-81.6004029,27.4972377
0,0,0,0,0,14,-80.4489977,27.8610752
0,0,0,0,0,56,-80.3893099,26.6850447
0,0,0,0,0,26,-80.4147339,25.618989
0,0,0,0,0,280,-80.3928389,25.3099469
0,0,0,0,0,685,-81.2399969,24.6759747
0,0,0,0,0,64,-85.780054,30.8137132
0,0,0,0,0,45,-81.5829559,24.597703
0,0,0,0,0,32,-84.6552242,30.2634445
0,0,0,0,0,14,-82.3594866,30.3790152
0,0,0,0,0,15,-81.8082819,29.3967527
0,0,0,0,0,140,-85.1179618,30.9635097
0,0,0,0,0,56,-82.1873953,28.5817572
0,0,0,0,0,192,-81.9184945,28.3029119
0,0,0,0,0,147,-80.6136693,25.4058076
0,0,0,0,0,2,-82.380934,28.7995277
0,0,0,0,0,13,-82.5826,29.09706
0,0,0,0,0,0,-81.9247336,26.8177916
0,0,0,0,0,1,-80.2678139,26.8544437
0,0,0,0,0,9,-80.5399018,26.3353906
0,0,0,0,0,61,-81.6833333,26.8333333
0,0,0,0,0,74,-80.8008275,28.7856862
0,0,0,0,0,77,-81.9587398,26.9950167
0,0,0,0,0,101,-82.4080153,30.2200916
0,0,0,0,0,75,-80.9969329,28.5692767
0,0,0,0,0,117,-80.5737674,26.9941297
0,0,0,0,0,112,-86.7556245,30.4264141
0,0,0,0,0,0,-85.215292,29.6796829
0,0,0,0,0,2,-82.5663679,28.6793707
0,0,0,0,0,108,-87.295368,30.330894
0,0,0,0,0,71,-80.800827,28.7856862
0,0,0,0,0,87,-81.5755079,30.8733817
0,0,0,0,0,82,-82.0685039,30.7054907
0,0,0,0,0,9,-81.4181496,31.3641465
0,0,0,0,0,53,-83.0293039,30.9276387
0,0,0,0,0,243,-82.3558447,31.9696201
0,0,0,0,0,134,-84.5234609,30.8199147
0,0,0,0,0,203,-83.2438622,31.7059705
0,0,0,0,0,35,-81.643174,31.3917301
0,0,0,0,0,15,-84.9734875,31.8866376
0,0,0,0,0,7,-84.7198949,31.7456477
0,0,0,0,0,202,-81.3595879,32.3437127
0,0,0,0,0,0,-82.3706809,32.1082297
0,0,0,0,0,293,-82.7652865,32.7366314
0,0,0,0,0,368,-83.4524425,32.3986852
0,0,0,0,0,8,-83.9907256,33.0058447
0,0,0,0,0,5,-84.4948117,32.9365857
0,0,0,0,0,50,-82.2305739,31.1987087
0,0,0,0,0,24,-83.2572724,31.212031
0,0,0,0,0,72,-82.4803579,33.7890197
0,0,0,0,0,361,-83.1735057,33.7540376
0,0,0,0,0,119,-84.4058069,31.2906127
0,0,0,0,0,23,-84.4813689,33.1819087
0,0,0,0,0,30,-84.8850949,33.6355697
0,0,0,0,0,5,-83.3156813,34.0324127
0,0,0,0,0,118,-84.0731922,31.1234736
